eq_count,eq_max_magnitude,eq_avg_magnitude,eq_recent_hours,flood_count,flood_severity_score,weather_max_precip,weather_max_wind_gust,weather_max_wind_speed,weather_high_count,weather_locations_monitored,risk_score,risk_level
0,0.0,0.0,999.0,1,36.70365466243051,8.386550539621016,8.6554842749179,5.591421196407197,0,11,43.23,HIGH
0,0.0,0.0,999.0,0,0.0,4.674583125675647,12.921058601236323,7.745796034123048,0,7,0.0,LOW
2,5.357516164899975,5.190620061874219,6.731956271933317,0,0.0,1.0085189767665257,46.76971413404924,27.330824169520845,0,5,24.72,MEDIUM
0,0.0,0.0,999.0,2,56.22053303119235,5.894273529004933,9.31953259618899,6.21105600046546,0,7,47.72,HIGH
0,0.0,0.0,999.0,0,0.0,2.1251113226223266,9.564777700277993,6.260310933352407,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,1.1162105640667728,22.136117317834334,17.658261231704774,0,4,5.53,LOW
0,0.0,0.0,999.0,0,0.0,6.11311455222795,21.379339264881843,15.641204343283134,0,11,0.0,LOW
0,0.0,0.0,999.0,2,26.81072321652891,14.642799522672558,20.667100789637146,11.094665563381268,0,9,30.16,HIGH
3,2.9929301982279064,2.8803020814334173,9.428863954299516,0,0.0,2.6646358548089335,36.010315622298734,23.41471225921855,0,4,0.0,LOW
1,2.7711285114373445,2.503153739447562,5.847960222169494,0,0.0,6.105164804230961,48.05008090785237,26.904811321631595,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,2.14878040786068,9.991534840163673,7.776099483525622,0,3,0.0,LOW
0,0.0,0.0,999.0,0,0.0,6.924464621964292,20.679474299669167,16.077102793657225,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,2.631978858746826,8.59591035094453,5.378755910164291,0,3,6.57,LOW
0,0.0,0.0,999.0,0,0.0,2.3929480241670076,69.54158241094765,35.142910660338416,2,8,20.31,MEDIUM
0,0.0,0.0,999.0,0,0.0,11.755063748904568,42.124995599870594,32.028547682830535,0,3,7.74,LOW
0,0.0,0.0,999.0,0,0.0,1.4597550998513715,25.651478689898127,19.501464581173373,0,5,7.45,LOW
2,3.423946175313457,3.235528571041141,5.053347832997998,1,21.577795988671422,2.826622194735084,12.318200122669253,6.690773040046765,0,8,22.58,MEDIUM
1,2.861297030913285,2.1020433345189993,1.0151047841491216,1,22.85886619211337,1.3267569660580427,29.230505925697948,20.584541965645467,0,10,21.8,MEDIUM
0,0.0,0.0,999.0,0,0.0,3.279866162594367,6.130628440867424,3.399124013987109,0,6,9.85,LOW
2,3.838002589905966,2.7433130448878695,17.933478646059434,0,0.0,0.4471302586843064,19.55536961122881,10.082524856938733,0,8,3.28,LOW
3,4.462192647031114,4.434844779370008,38.49724225313249,0,0.0,10.365669779056816,21.452693865319,11.592299133456454,0,10,3.55,LOW
0,0.0,0.0,999.0,0,0.0,4.603547258474301,10.36346556944001,7.170160367003269,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.6745479369924874,9.344683470001783,5.699488175828329,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,2.3871550784535644,22.499286632994764,17.434796340647345,0,10,4.12,LOW
0,0.0,0.0,999.0,0,0.0,12.869122221021257,19.309220772437016,12.740545997903062,0,7,0.23,LOW
1,4.341420169638401,3.9439173018307754,41.31451527964292,2,42.64708832438639,0.5785657411173711,41.859482577115955,21.990794014926255,0,7,52.24,HIGH
0,0.0,0.0,999.0,0,0.0,7.045720787304564,19.69083800455875,14.542362249110402,0,11,0.0,LOW
3,2.6098826446047507,2.309353901231433,8.221982596453863,0,0.0,3.5193756352028442,23.645748042790586,15.53027980627717,0,8,0.25,LOW
0,0.0,0.0,999.0,0,0.0,9.445895641642611,15.082635670733888,8.083087263240545,0,10,5.17,LOW
0,0.0,0.0,999.0,0,0.0,7.644584689046804,39.09220033333421,23.458890392866717,0,4,0.82,LOW
0,0.0,0.0,999.0,0,0.0,2.95296415256378,14.960640459875966,8.18771159214806,0,11,3.5,LOW
0,0.0,0.0,999.0,0,0.0,1.9409400487938608,25.16238988002447,19.647850739345344,0,4,0.71,LOW
0,0.0,0.0,999.0,0,0.0,6.573086017397845,16.262341080224985,12.771766138513824,0,6,8.15,LOW
0,0.0,0.0,999.0,1,41.47160999861493,15.74809097191282,5.191068111630854,3.3030527010927715,2,10,68.02,CRITICAL
0,0.0,0.0,999.0,0,0.0,0.4235265041657271,10.120664577575788,7.4324967495067895,0,7,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.513821835916122,5.26359206438473,4.209459951436399,0,3,0.0,LOW
0,0.0,0.0,999.0,2,16.304977644201124,1.9202999069438533,13.761630150370216,10.087693008926413,0,11,17.55,MEDIUM
0,0.0,0.0,999.0,0,0.0,0.47527326125948,5.134016785468593,2.646572176650577,0,10,0.0,LOW
2,5.015768400558304,3.5971565274678228,38.44626497480046,0,0.0,13.302025623379482,38.76195430590726,29.12550243638587,0,7,6.29,LOW
1,3.3432433360094675,3.0876739084392604,30.240568539667137,0,0.0,1.5093841193012016,21.536601884162366,12.015538262871809,0,3,3.01,LOW
0,0.0,0.0,999.0,0,0.0,0.566942088752042,25.701167153842555,13.177121158487068,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,1.196655901829546,15.942084274159171,12.658144903305423,0,8,1.5,LOW
0,0.0,0.0,999.0,0,0.0,1.0706243175076047,53.54167393142364,31.611153657233775,0,7,0.89,LOW
0,0.0,0.0,999.0,0,0.0,6.877098794378464,6.1052501012777505,3.98371123300528,0,9,6.83,LOW
2,2.545850385478351,1.994476890460641,14.625820980519903,0,0.0,6.123378125483763,39.35020989413945,24.53655851227051,0,4,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.32214943027752585,9.030798833024495,5.799938459183175,0,6,3.87,LOW
0,0.0,0.0,999.0,0,0.0,9.025823715364632,28.09648138563003,19.547562661188877,0,8,0.0,LOW
0,0.0,0.0,999.0,0,0.0,3.6883417866249544,24.09851477511153,15.756133666136412,0,5,5.02,LOW
0,0.0,0.0,999.0,0,0.0,2.5785512506524615,15.722323485114655,11.6339081458175,0,5,0.0,LOW
0,0.0,0.0,999.0,1,18.242661618282465,9.358418665795037,6.434437432965424,3.758891735115687,0,8,15.34,MEDIUM
2,3.6263071162212963,2.5543883313813818,39.70432437699295,0,0.0,4.1073822422080575,11.19588339867216,7.616023443905203,0,9,0.0,LOW
0,0.0,0.0,999.0,0,0.0,16.01190886407599,11.461431440266686,8.09520346459878,0,4,7.77,LOW
0,0.0,0.0,999.0,2,24.407594637100864,1.3532909917369913,9.929589956384966,5.459011128881118,0,6,27.67,MEDIUM
0,0.0,0.0,999.0,0,0.0,2.1177024224674663,13.41413349220927,8.28687359081543,0,10,5.09,LOW
0,0.0,0.0,999.0,0,0.0,9.346310243898639,8.445064262414206,4.680913292669048,0,5,1.58,LOW
3,4.211200486749749,3.5671363794743516,28.149368304710205,0,0.0,1.1385012758136754,13.951851027121705,10.506811355286013,0,10,2.57,LOW
0,0.0,0.0,999.0,0,0.0,0.5823689985237172,8.721278032301596,5.772249646842308,0,8,2.32,LOW
0,0.0,0.0,999.0,0,0.0,9.12194633491988,20.993402019985638,13.67588817105017,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.8654086588587933,17.625106454521184,13.663005467300389,0,11,0.18,LOW
1,3.5337536696301113,2.499943218666553,44.51810200819328,0,0.0,1.7527933979236754,12.466148134909655,6.260428996157344,0,6,1.38,LOW
0,0.0,0.0,999.0,0,0.0,8.90972903111548,15.13251924286748,9.734019667809912,0,11,1.27,LOW
0,0.0,0.0,999.0,0,0.0,3.228404181678233,56.67791382676127,30.27911112752928,0,9,13.99,MEDIUM
0,0.0,0.0,999.0,0,0.0,11.082033144293188,12.407622172722014,9.868692936545147,0,4,6.37,LOW
0,0.0,0.0,999.0,0,0.0,3.451872985234124,5.365628870292898,3.9340948533047495,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,9.295243852861407,12.187688947237355,8.995789825818484,0,8,0.0,LOW
0,0.0,0.0,999.0,0,0.0,14.538569106174144,5.615761201000593,3.435782804850028,0,3,1.88,LOW
3,3.595543632380074,3.3514644848985635,41.54191430667181,0,0.0,5.542570243732725,5.046896582309395,3.4650444152527027,0,9,0.0,LOW
3,4.286767213951166,3.0388129166649698,19.26506676256262,0,0.0,14.381212565867017,7.493140139822014,5.6635726237893005,0,7,9.67,LOW
0,0.0,0.0,999.0,0,0.0,5.784214311839261,9.887320256830096,5.758845115839528,0,7,0.0,LOW
3,2.5645247978806185,2.347288375533446,38.75671708686152,0,0.0,15.464973741094656,19.009390754998794,10.284962118798447,0,8,2.31,LOW
0,0.0,0.0,999.0,0,0.0,3.53583367333011,10.209601042481767,6.22391102287436,0,3,2.06,LOW
1,3.107090977129967,2.766435983548193,16.478038194187572,0,0.0,9.32792558630397,12.760948958523805,8.451027660641913,0,11,0.0,LOW
1,4.0376186265931775,3.927470146863594,25.418018653683475,0,0.0,3.6319741597142334,22.503048157738665,13.272635066843463,0,10,5.26,LOW
1,4.469437531438016,3.508392614246445,26.95149093189046,0,0.0,2.8554221079807336,7.638305029555967,4.910492093440216,0,11,3.12,LOW
0,0.0,0.0,999.0,0,0.0,20.482582729958253,15.759154204042323,10.537377686612167,2,5,22.78,MEDIUM
0,0.0,0.0,999.0,0,0.0,9.480007676525126,5.313621053050698,4.186773958934416,0,3,0.0,LOW
1,2.5981009670305575,2.173403308866248,24.772214460341395,0,0.0,0.3995283316101147,11.74324335451087,7.226220221738603,0,5,3.67,LOW
0,0.0,0.0,999.0,0,0.0,0.5881861169596021,13.596012190815372,8.497274990413462,0,4,2.46,LOW
0,0.0,0.0,999.0,1,37.86753101157938,4.202697678549679,9.478634274470105,5.9658344602346105,0,7,30.5,HIGH
3,2.77296580812687,2.1427950638401945,23.033443226451126,0,0.0,4.373906549653312,48.14671400333206,37.51184563051532,0,7,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.5265433346496066,15.019073495225005,11.649498669438906,0,3,0.55,LOW
3,2.8059036890780495,2.4861563336934718,11.598667619476117,0,0.0,15.11104085401904,79.94751824254723,40.08747790016876,0,5,28.36,MEDIUM
3,8.5,8.131503431565994,12.20464722019955,0,0.0,12.433238327406452,16.327035359837556,12.986440005645626,0,3,100.0,CRITICAL
2,6.968802659137096,6.134080700757116,10.385073370819269,0,0.0,2.054793542209392,8.308349688121051,4.228538154916421,0,9,55.04,CRITICAL
2,8.451961476308297,7.711800987128574,35.451858549954366,0,0.0,17.90086716395595,22.238432748735544,11.960004872018226,2,4,100.0,CRITICAL
3,5.0750746464509895,3.558653920468243,0.7958304910827323,0,0.0,1.1383939476921388,10.244362843875482,7.879868216404313,0,7,15.84,MEDIUM
0,0.0,0.0,999.0,0,0.0,1.0336879106401224,6.164108279032888,4.181547875639134,0,4,1.37,LOW
0,0.0,0.0,999.0,1,41.80711986085773,0.40316077404077844,8.06460221097836,4.646012107628757,0,8,33.83,HIGH
0,0.0,0.0,999.0,0,0.0,1.7471365856701322,21.943545285976636,15.964514455254928,0,8,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.11762406195239916,22.639220594340237,14.85289127146892,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,3.9341384050494583,7.439780291634774,5.8660055408038145,0,6,0.0,LOW
3,4.183202447860638,3.194478379840075,22.55044263239174,0,0.0,9.27343897724731,6.080065298707072,3.9830863215781016,0,10,7.47,LOW
0,0.0,0.0,999.0,0,0.0,1.9535073790590962,7.24547406669417,5.587651544159393,0,9,0.0,LOW
3,3.745774112709918,3.457649578243508,1.110724539933429,0,0.0,1.1232606645571228,10.766202203035814,8.249832043987167,0,8,2.92,LOW
0,0.0,0.0,999.0,0,0.0,4.008931271767253,14.442418532108334,11.273960033978973,0,6,0.0,LOW
2,3.333593497941089,2.46463437453749,7.817832026618635,0,0.0,5.390506078032562,8.348692344573148,4.42211324982437,0,6,0.04,LOW
0,0.0,0.0,999.0,0,0.0,0.3935008391197832,9.584998299074478,6.293545255745431,0,3,0.0,LOW
2,3.1061265611205555,3.068230898564319,31.320921636127835,0,0.0,3.763360162427948,18.976896663381893,11.16661676573086,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.366608283760641,16.888895346481654,8.808346657594882,0,9,1.01,LOW
1,2.6639508357057826,2.5407140387663754,29.604296595710835,0,0.0,2.2708239923410556,16.589818977511598,9.092773731067991,0,7,3.67,LOW
0,0.0,0.0,999.0,0,0.0,3.2187806325436155,18.23350522057823,11.331330142523582,0,3,0.0,LOW
3,4.866955050204694,3.583035766314996,43.01385995633426,1,53.09153412305806,0.8722859424227194,16.241863778703603,10.312897930134442,0,5,66.76,CRITICAL
0,0.0,0.0,999.0,0,0.0,15.867753497209426,16.73963104798945,11.03568744661205,2,5,14.11,MEDIUM
1,7.0895304979538105,6.616003840363709,24.847753021810995,0,0.0,1.9672734166128616,29.124497227275608,18.35917802024407,0,11,48.32,HIGH
1,5.07808847877059,5.006800533315867,7.851690130085279,0,0.0,1.8850002356189628,11.29618030011374,5.749940732215943,0,11,16.8,MEDIUM
0,0.0,0.0,999.0,0,0.0,3.5050234200605166,18.303839107801068,11.350858102946983,0,7,1.18,LOW
0,0.0,0.0,999.0,0,0.0,9.396968809911456,23.17448106966018,12.65009492664036,0,7,1.67,LOW
2,2.78159152159836,2.610070547209321,29.89001975943399,0,0.0,8.503339347808714,15.875650814983493,12.337523813992602,0,3,0.0,LOW
0,0.0,0.0,999.0,2,27.64033736838698,0.2853053840074925,12.484954054498635,6.725757327919454,0,11,23.89,MEDIUM
0,0.0,0.0,999.0,0,0.0,17.339706404467464,12.297358018927184,8.827708116953794,2,7,20.43,MEDIUM
0,0.0,0.0,999.0,0,0.0,15.703935277596024,17.98184399862419,9.947028339656809,0,9,9.87,LOW
3,7.995356437056584,7.394789920982333,47.60677039188616,0,0.0,18.7514406314417,7.252213933429917,5.687626230210533,1,9,100.0,CRITICAL
0,0.0,0.0,999.0,0,0.0,0.9184634342929169,28.93216172797346,22.339271357400523,0,6,2.88,LOW
0,0.0,0.0,999.0,0,0.0,1.903229506718053,6.917702873881835,3.719940108580938,0,10,2.35,LOW
0,0.0,0.0,999.0,0,0.0,0.4099164827704322,12.641590343148433,7.070984488041675,0,3,0.0,LOW
0,0.0,0.0,999.0,0,0.0,3.76355301812026,5.721247069149478,3.3328882087751026,0,9,2.17,LOW
0,0.0,0.0,999.0,0,0.0,3.3204917460372507,14.55479896879549,10.339981427527817,0,4,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.528615434112922,20.499335078314225,16.252662427230593,0,7,0.0,LOW
2,3.1609284442420766,3.0424956749866308,29.2909173327958,0,0.0,17.60464101431665,17.57876781838971,10.488630264468682,2,7,24.57,MEDIUM
0,0.0,0.0,999.0,0,0.0,1.9800780301281322,38.529723276007395,29.943850280234884,0,5,1.53,LOW
0,0.0,0.0,999.0,0,0.0,4.688500915836414,9.118331474502444,5.807790460804781,0,10,5.15,LOW
0,0.0,0.0,999.0,0,0.0,5.03507142077086,29.018081827653344,18.078111660649984,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.09938871574793175,12.448314028757618,9.202456611546086,0,4,5.06,LOW
3,3.338944927732993,2.727980701483556,47.93325672057196,0,0.0,2.608505182681795,8.699467264009108,5.9669694488680305,0,9,0.0,LOW
0,0.0,0.0,999.0,2,50.58320882531972,4.3663136876026645,44.783472257896236,31.30525829080703,0,4,40.63,HIGH
0,0.0,0.0,999.0,0,0.0,3.348476555700156,11.254653773267327,7.318111775414935,0,5,0.63,LOW
0,0.0,0.0,999.0,0,0.0,11.307968017023061,5.7088353306749795,4.100958927441785,0,9,3.41,LOW
1,3.357198638896872,2.401826341935336,32.26869269872535,0,0.0,2.5250086525882613,24.62275487944363,18.377666747077246,0,7,4.77,LOW
1,7.8245611934290125,6.630355020705384,42.86548893774255,2,54.5580950846532,0.6340086266715075,6.789719036534612,4.482246628444336,0,5,100.0,CRITICAL
1,3.101727011823344,2.8920104532586053,1.6722408134359519,0,0.0,10.354070184177829,8.264820462566924,4.496550951511745,0,3,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.6539752440384626,28.213634750330794,20.351602605466965,0,10,0.22,LOW
0,0.0,0.0,999.0,0,0.0,8.711852106530342,29.0913122545756,17.756502139649758,0,6,0.0,LOW
0,0.0,0.0,999.0,1,18.86920575499253,1.4294165053411918,10.434463980960167,7.793838043269788,0,3,20.35,MEDIUM
2,3.5670845011570913,2.977155971914796,18.86007248145955,0,0.0,18.872387914185595,26.220508509678407,14.622920732156496,1,4,16.5,MEDIUM
1,4.066220740918201,3.5183895168795547,39.77025239226172,0,0.0,0.3965646035222774,7.838110762502208,5.333579915392005,0,9,0.0,LOW
1,3.4999359524001097,3.317881342826413,26.93870725872212,0,0.0,3.2834196250135417,20.942036852189524,12.44846785945112,0,6,3.45,LOW
0,0.0,0.0,999.0,1,24.55247124783343,4.637709025411126,24.456018806973713,13.48964908379455,0,3,21.6,MEDIUM
0,0.0,0.0,999.0,0,0.0,20.483852797660855,6.000366478518689,3.38752779105564,1,8,14.09,MEDIUM
0,0.0,0.0,999.0,0,0.0,1.3722254975602595,7.649359362597018,4.794773044182731,0,7,0.0,LOW
0,0.0,0.0,999.0,0,0.0,2.8765953509944664,5.707447708525266,3.4656243858886344,0,4,1.04,LOW
0,0.0,0.0,999.0,0,0.0,25.23975774023249,25.763515576198238,13.65335748706789,2,3,21.85,MEDIUM
0,0.0,0.0,999.0,1,48.94221817220516,10.016447979332122,30.934985232553498,24.717151062267032,0,10,40.89,HIGH
0,0.0,0.0,999.0,0,0.0,12.559510572154057,20.00205809738732,14.83867260721791,0,11,0.0,LOW
0,0.0,0.0,999.0,0,0.0,9.657562353525229,7.685529643086095,4.759321929568825,0,4,0.0,LOW
2,3.1164767736157852,2.278097910651655,41.57494110388896,0,0.0,4.225831226357087,10.230867966630623,6.439878168860507,0,5,0.25,LOW
0,0.0,0.0,999.0,0,0.0,3.334253996293727,9.48010018717084,6.0228398968341175,0,11,0.0,LOW
0,0.0,0.0,999.0,0,0.0,7.648307745401253,19.643732361025762,12.052958798304292,0,8,6.09,LOW
2,3.19522381375677,2.442306679860663,27.00827570759315,0,0.0,2.3910989209414364,14.090091835209952,10.965634512521117,0,9,2.33,LOW
0,0.0,0.0,999.0,2,32.66181304192247,1.053017456575504,5.007263419662218,2.5615286928309744,0,11,35.07,HIGH
0,0.0,0.0,999.0,1,53.34654016811318,2.573739794906955,25.06038728855442,12.571341112397663,0,9,48.89,HIGH
3,4.728770439376152,4.111776423483783,12.976405833567721,0,0.0,24.09105267330218,16.89081214741584,11.163921095544847,2,5,39.13,HIGH
0,0.0,0.0,999.0,0,0.0,14.77008040172229,11.707447864799544,7.168929036366836,0,11,0.0,LOW
0,0.0,0.0,999.0,0,0.0,7.203753544259067,13.18817550689369,8.057913386839633,0,4,0.0,LOW
0,0.0,0.0,999.0,0,0.0,1.8763702542139629,18.423471079559143,14.044217105415257,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.431988526550114,8.972296931341173,6.285087022097787,0,4,0.0,LOW
2,2.783155896326857,2.3842608239135035,10.287667337039357,2,30.48634851285066,0.837869788091778,48.35252761000464,30.051009767111648,0,4,28.88,MEDIUM
0,0.0,0.0,999.0,2,54.213408903354626,10.070894274537217,14.885903828794326,9.368040275196753,0,8,50.33,HIGH
0,0.0,0.0,999.0,0,0.0,7.38865530631238,6.711144870216281,4.77658421720476,0,7,0.0,LOW
1,7.378099616660647,7.018363570923409,5.640210348124873,1,22.009095193856073,2.3523622818031997,25.292017702386424,16.95158117111579,0,10,100.0,CRITICAL
0,0.0,0.0,999.0,1,28.979438328648726,0.7165151154540954,9.58016605480751,7.561739631163439,0,11,30.73,HIGH
0,0.0,0.0,999.0,0,0.0,12.872421266244569,42.4494958463655,22.8412492199538,0,11,1.95,LOW
0,0.0,0.0,999.0,0,0.0,6.9149162909835145,9.97163993116936,6.430526284210118,0,10,0.0,LOW
0,0.0,0.0,999.0,0,0.0,6.419019256461333,9.259760380853594,4.8449920687297,0,8,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.1778167747528246,7.7509591746938,4.354069831243224,0,10,6.52,LOW
2,7.3796780694616455,7.329184976199054,11.34530089841014,2,21.91208246419913,1.471785890676045,9.021305600639351,6.0494251458028945,0,6,100.0,CRITICAL
0,0.0,0.0,999.0,0,0.0,10.677427795970145,16.49500535614293,12.523685165863775,0,11,4.41,LOW
1,3.0178702067808785,2.5089138496496357,45.393295287574716,0,0.0,19.15683228675163,22.372621756247987,12.413284320497098,0,8,11.96,LOW
0,0.0,0.0,999.0,0,0.0,0.3479872161999463,15.748972546918882,8.672359342341442,0,5,0.0,LOW
3,6.660377287781113,5.700383004384463,24.39325990935575,0,0.0,15.922453942788055,18.08746637082661,11.332337028124979,0,11,53.36,HIGH
1,7.474624386761223,5.346225381035931,47.10658086014408,0,0.0,26.00378804003057,31.639954134827907,16.392636367195454,2,10,97.26,CRITICAL
0,0.0,0.0,999.0,0,0.0,5.302244045865268,31.730731528364363,21.872616207561048,0,5,1.25,LOW
0,0.0,0.0,999.0,0,0.0,2.9824701782376857,16.302697922274525,12.123287554729973,0,6,0.14,LOW
0,0.0,0.0,999.0,0,0.0,1.1033140202830314,32.58637372844626,17.575348272064296,0,6,0.0,LOW
0,0.0,0.0,999.0,0,0.0,6.25672598973874,5.887595355242965,4.632442439221777,0,4,0.0,LOW
2,3.692480923141847,3.562681614512114,36.50620909103361,0,0.0,2.6339632666447503,10.44038299938668,6.718610696834799,0,5,2.02,LOW
1,3.020636766031921,2.6130680092747927,33.84135343316126,1,36.65053957934174,4.9596523305212035,50.195903431378376,37.37195084388254,0,4,45.57,HIGH
2,4.481428011492607,3.374097054087323,22.439257892571447,0,0.0,3.7074406176565198,23.69523966673367,14.078622178511699,0,4,5.53,LOW
0,0.0,0.0,999.0,0,0.0,1.9145421758062482,10.480223190944569,7.63952355428444,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.179737289157963,38.44615300321474,29.702824001725634,0,7,3.78,LOW
3,2.5656195506389743,2.163228267745673,23.72709760966165,0,0.0,5.737013227415623,33.332144903959346,25.031904585652814,0,11,0.0,LOW
0,0.0,0.0,999.0,0,0.0,8.523419094021321,19.647305161318446,12.191123189152028,0,3,0.0,LOW
0,0.0,0.0,999.0,0,0.0,1.8535545408919951,45.37934071214993,26.723434921044813,0,4,0.0,LOW
1,8.5,6.977343001694455,40.03780281610119,0,0.0,0.8440262855117149,10.168177362172287,7.5610206957712975,0,11,79.53,CRITICAL
1,5.533610027278311,5.22562126130312,11.29230664395096,0,0.0,8.616767544511688,12.29865492301544,7.735695478039245,0,11,20.18,MEDIUM
0,0.0,0.0,999.0,0,0.0,8.283338406221937,24.84498183900299,14.010643782148486,0,6,0.1,LOW
0,0.0,0.0,999.0,0,0.0,0.24006775010782785,6.383170132468721,4.185281200401633,0,9,0.0,LOW
0,0.0,0.0,999.0,0,0.0,5.807382946754155,10.521801908774297,5.877991465344796,0,10,0.0,LOW
0,0.0,0.0,999.0,0,0.0,5.425844352086825,19.938179092818185,15.848781828016806,0,4,1.12,LOW
0,0.0,0.0,999.0,0,0.0,6.215681364554825,31.69643985771011,16.778079342805675,0,6,4.43,LOW
1,3.490117293958227,2.7461251940385094,38.210901486041806,0,0.0,18.424987742308197,18.511849452284007,10.778345113839006,0,4,11.42,LOW
0,0.0,0.0,999.0,0,0.0,1.7316575007511839,79.70361960643378,49.39700296873041,0,5,15.93,MEDIUM
0,0.0,0.0,999.0,0,0.0,2.431539456338726,16.952272100519657,9.633948162436816,0,3,1.31,LOW
0,0.0,0.0,999.0,0,0.0,4.976646885173525,41.752905500507104,22.483437639943634,0,4,3.8,LOW
0,0.0,0.0,999.0,0,0.0,5.052836384073154,10.172816378001304,7.359333556706703,0,10,1.76,LOW
0,0.0,0.0,999.0,0,0.0,0.686760957202226,10.365091496807983,6.7462491683798635,0,9,4.09,LOW
0,0.0,0.0,999.0,0,0.0,8.222176136404398,6.139251533073747,4.426136154563091,0,7,0.0,LOW
0,0.0,0.0,999.0,0,0.0,4.889189109541107,98.34951004142138,76.25607930713917,0,11,27.16,MEDIUM
0,0.0,0.0,999.0,0,0.0,17.58958430574524,10.382968856436765,6.475987195915542,1,10,17.06,MEDIUM
0,0.0,0.0,999.0,0,0.0,4.953852386456815,20.860959921851748,12.316229532377232,0,5,0.0,LOW
0,0.0,0.0,999.0,0,0.0,6.895224891766334,5.5332808419747455,3.1320990533841475,0,9,0.0,LOW
0,0.0,0.0,999.0,0,0.0,0.775505270367842,10.129931644148645,7.693987686451925,0,9,0.0,LOW
0,0.0,0.0,999.0,1,48.736758797008655,1.4186446213479385,14.95954679943055,10.828025053755033,0,9,39.49,HIGH
0,0.0,0.0,999.0,0,0.0,1.8448371833931938,10.441375976972408,5.305833651197566,0,10,0.0,LOW
0,0.0,0.0,999.0,0,0.0,11.628963111952277,13.000712184453596,8.357379723010963,0,4,0.91,LOW
2,3.742302020477981,3.5309581760170814,16.779053349697627,0,0.0,1.839940036503041,65.41684397585679,50.42773901002407,2,11,21.02,MEDIUM
1,2.8000988678509944,2.060965699304823,3.422617640872579,0,0.0,0.5269609682275546,5.7976674267374895,4.337677820111337,0,4,0.0,LOW
0,0.0,0.0,999.0,0,0.0,4.113571465628582,25.224990108570932,16.563675145461065,0,11,0.0,LOW
